source,target,weight
u01,u27,0.12727272727272726
u01,u33,0.09090909090909091
u01,u43,0.10909090909090909
u01,u47,0.0
u01,u49,0.18181818181818182
u01,u54,0.14545454545454545
u01,u57,0.12727272727272726
u19,u42,0.0
u19,u09,0.6
u19,u59,0.14545454545454545
u19,u05,0.34545454545454546
u19,u10,0.05454545454545454
u19,u15,0.09090909090909091
u19,u16,0.16363636363636364
u19,u18,0.18181818181818182
u19,u24,0.10909090909090909
u19,u27,0.2
u19,u33,0.05454545454545454
u19,u43,0.0
u19,u49,0.2727272727272727
u19,u54,0.09090909090909091
u19,u57,0.21818181818181817
u33,u42,0.0
u33,u09,0.05454545454545454
u33,u59,0.05454545454545454
u33,u57,0.14545454545454545
u33,u47,0.0
u33,u49,0.21818181818181817
u33,u27,0.14545454545454545
u33,u05,0.05454545454545454
u33,u10,0.41818181818181815
u33,u15,0.05454545454545454
u33,u16,0.09090909090909091
u33,u18,0.0
u33,u24,0.05454545454545454
u33,u54,0.0
u42,u09,0.0
u42,u15,0.0
u42,u18,0.0
u42,u54,0.0
u09,u05,0.18181818181818182
u09,u10,0.10909090909090909
u09,u15,0.32727272727272727
u09,u16,0.7636363636363637
u09,u18,0.2727272727272727
u09,u24,0.4909090909090909
u09,u27,0.38181818181818183
u09,u43,0.32727272727272727
u09,u47,0.01818181818181818
u09,u49,0.03636363636363636
u09,u54,0.16363636363636364
u09,u57,0.6727272727272727
u09,u59,0.38181818181818183
u47,u59,0.03636363636363636
u47,u20,0.0
u47,u57,0.0
u47,u10,0.01818181818181818
u47,u15,0.01818181818181818
u47,u16,0.0
u47,u18,0.03636363636363636
u47,u24,0.0
u47,u27,0.01818181818181818
u47,u43,0.01818181818181818
u49,u59,0.45454545454545453
u49,u57,0.2
u49,u05,0.10909090909090909
u49,u10,0.2727272727272727
u49,u15,0.43636363636363634
u49,u16,0.18181818181818182
u49,u18,0.07272727272727272
u49,u24,0.01818181818181818
u49,u27,0.05454545454545454
u49,u43,0.2909090909090909
u49,u54,0.09090909090909091
u27,u59,0.18181818181818182
u27,u57,0.2909090909090909
u27,u05,0.10909090909090909
u27,u10,0.2545454545454545
u27,u15,0.14545454545454545
u27,u16,0.09090909090909091
u27,u18,0.21818181818181817
u27,u24,0.4
u27,u43,0.03636363636363636
u27,u54,0.16363636363636364
u15,u59,0.5454545454545454
u15,u20,0.0
u15,u57,0.34545454545454546
u15,u24,0.38181818181818183
u15,u05,0.21818181818181817
u15,u10,0.01818181818181818
u15,u16,0.6
u15,u18,0.2
u15,u43,0.509090909090909
u15,u54,0.2
u16,u59,0.4909090909090909
u16,u57,0.7636363636363637
u16,u24,0.2545454545454545
u16,u10,0.10909090909090909
u16,u05,0.21818181818181817
u16,u18,0.16363636363636364
u16,u43,0.3090909090909091
u16,u54,0.18181818181818182
u54,u59,0.2
u54,u20,0.0
u54,u57,0.16363636363636364
u54,u24,0.16363636363636364
u54,u10,0.03636363636363636
u54,u05,0.23636363636363636
u54,u18,0.14545454545454545
u54,u43,0.10909090909090909
u43,u59,0.509090909090909
u43,u20,0.0
u43,u57,0.3090909090909091
u43,u24,0.3090909090909091
u43,u10,0.21818181818181817
u43,u05,0.09090909090909091
u43,u18,0.07272727272727272
u18,u59,0.18181818181818182
u18,u57,0.18181818181818182
u18,u24,0.18181818181818182
u18,u10,0.07272727272727272
u18,u05,0.01818181818181818
u59,u05,0.14545454545454545
u59,u10,0.16363636363636364
u59,u20,0.0
u59,u24,0.21818181818181817
u59,u57,0.36363636363636365
u20,u10,0.0
u57,u05,0.2545454545454545
u57,u10,0.2727272727272727
u57,u24,0.2545454545454545
u24,u05,0.14545454545454545
u24,u10,0.07272727272727272
u10,u05,0.07272727272727272
