0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.2545454545454545,0.0,0.3090909090909091,0.10909090909090909,0.21818181818181817,0.07272727272727272,0.16363636363636364,0.18181818181818182,0.0,0.0,0.03636363636363636,0.23636363636363636,0.05454545454545454,0.0,0.14545454545454545,0.05454545454545454,0.0,0.09090909090909091,0.0,0.14545454545454545,0.3090909090909091,0.12727272727272726,0.32727272727272727,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.10909090909090909,0.0,0.0,0.14545454545454545,0.0,0.18181818181818182,0.0,0.0,0.0,0.0,0.14545454545454545,0.0,0.12727272727272726,0.0,0.23636363636363636,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19151785714285713,0.0,0.17410714285714282,0.0,0.0,0.0,0.0,0.0,0.2089285714285714,0.0,0.0,0.2263392857142857,0.0,0.26116071428571425,0.0,0.2263392857142857,0.0,0.0,0.0,0.2708333333333333,0.0,0.0,0.0,0.17410714285714282,0.0,0.0,0.0,0.0,0.26116071428571425,0.0,0.0,0.0,0.0,0.0,0.0,0.19151785714285713,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28888888888888886,0.0,0.0,0.28888888888888886,0.0,0.28888888888888886,0.0,0.0,0.0,0.0,0.28888888888888886,0.0,0.0,0.28888888888888886,0.28888888888888886,0.0,0.0,0.28888888888888886,0.28888888888888886,0.0,0.28888888888888886,0.28888888888888886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.2545454545454545,0.0,0.0,0.8363636363636363,0.23636363636363636,0.2545454545454545,0.10909090909090909,0.4,0.18181818181818182,0.0,0.0,0.18181818181818182,0.2727272727272727,0.5818181818181818,0.0,0.2,0.2727272727272727,0.01818181818181818,0.32727272727272727,0.0,0.2909090909090909,0.09090909090909091,0.2727272727272727,0.41818181818181815,0.0,0.2545454545454545,0.21818181818181817,0.0,0.0,0.0,0.0,0.0,0.0,0.2545454545454545,0.0,0.0,0.5272727272727272,0.0,0.10909090909090909,0.0,0.0,0.0,0.0,0.2545454545454545,0.0,0.8909090909090909,0.0,0.41818181818181815,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1986111111111111,0.0,0.18055555555555552,0.0,0.0,0.18055555555555552,0.0,0.0,0.1986111111111111,0.0,0.0,0.2347222222222222,0.0,0.28888888888888886,0.0,0.2527777777777777,0.0,0.0,0.0,0.2708333333333333,0.0,0.0,0.0,0.16249999999999998,0.0,0.0,0.0,0.0,0.24375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27777777777777773,0.0,0.0,0.0,0.27777777777777773,0.0,0.0,0.0,0.0,0.27777777777777773,0.0,0.0,0.0,0.0,0.27777777777777773,0.0,0.0,0.27777777777777773,0.27777777777777773,0.0,0.0,0.27777777777777773,0.27777777777777773,0.0,0.27777777777777773,0.27777777777777773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.3090909090909091,0.8363636363636363,0.0,0.0,0.5818181818181818,0.23636363636363636,0.23636363636363636,0.509090909090909,0.34545454545454546,0.01818181818181818,0.0,0.10909090909090909,0.5454545454545454,0.7090909090909091,0.0,0.18181818181818182,0.4727272727272727,0.0,0.3090909090909091,0.0,0.32727272727272727,0.2909090909090909,0.3090909090909091,1.0,0.0,0.18181818181818182,0.23636363636363636,0.0,0.0,0.0,0.0,0.0,0.0,0.21818181818181817,0.0,0.0,0.4909090909090909,0.10909090909090909,0.14545454545454545,0.0,0.0,0.0,0.0,0.23636363636363636,0.0,0.6181818181818182,0.0,0.2909090909090909,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20172413793103444,0.0,0.18491379310344824,0.0,0.0,0.18491379310344824,0.0,0.0,0.20172413793103444,0.0,0.0,0.20172413793103444,0.0,0.2689655172413793,0.0,0.23534482758620687,0.0,0.0,0.0,0.284375,0.0,0.0,0.0,0.18491379310344824,0.0,0.0,0.0,0.0,0.2689655172413793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28888888888888886,0.0,0.0,0.0,0.28888888888888886,0.0,0.0,0.28888888888888886,0.0,0.28888888888888886,0.0,0.0,0.0,0.0,0.28888888888888886,0.0,0.0,0.28888888888888886,0.28888888888888886,0.0,0.0,0.28888888888888886,0.0,0.0,0.28888888888888886,0.28888888888888886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.10909090909090909,0.23636363636363636,0.0,0.5818181818181818,0.0,0.14545454545454545,0.21818181818181817,0.18181818181818182,0.07272727272727272,0.01818181818181818,0.0,0.2545454545454545,0.21818181818181817,0.21818181818181817,0.0,0.01818181818181818,0.34545454545454546,0.0,0.03636363636363636,0.0,0.14545454545454545,0.10909090909090909,0.10909090909090909,0.6363636363636364,0.0,0.2545454545454545,0.05454545454545454,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.23636363636363636,0.0,0.10909090909090909,0.0,0.0,0.0,0.0,0.23636363636363636,0.0,0.2545454545454545,0.0,0.14545454545454545,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20625,0.0,0.1875,0.0,0.0,0.1875,0.0,0.0,0.20625,0.0,0.0,0.22499999999999998,0.0,0.26249999999999996,0.0,0.22499999999999998,0.0,0.0,0.0,0.24375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2089285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.1875,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2666666666666666,0.0,0.0,0.2666666666666666,0.0,0.2666666666666666,0.0,0.0,0.0,0.0,0.2666666666666666,0.0,0.0,0.2666666666666666,0.2666666666666666,0.0,0.0,0.2666666666666666,0.2666666666666666,0.0,0.2666666666666666,0.2666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.21818181818181817,0.2545454545454545,0.0,0.23636363636363636,0.14545454545454545,0.0,0.05454545454545454,0.23636363636363636,0.2909090909090909,0.0,0.0,0.14545454545454545,0.23636363636363636,0.2,0.0,0.10909090909090909,0.05454545454545454,0.0,0.2727272727272727,0.0,0.18181818181818182,0.3090909090909091,0.10909090909090909,0.5454545454545454,0.0,0.09090909090909091,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.21818181818181817,0.0,0.0,0.21818181818181817,0.0,0.03636363636363636,0.0,0.0,0.0,0.0,0.14545454545454545,0.0,0.6545454545454545,0.0,0.2545454545454545,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1875,0.0,0.0,0.0,0.0,0.16874999999999998,0.0,0.0,0.20625,0.0,0.0,0.24375,0.0,0.28124999999999994,0.0,0.24375,0.0,0.0,0.0,0.24375,0.16874999999999998,0.0,0.0,0.16874999999999998,0.0,0.0,0.0,0.0,0.2263392857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2666666666666666,0.2666666666666666,0.0,0.0,0.0,0.2666666666666666,0.0,0.0,0.0,0.0,0.2666666666666666,0.0,0.0,0.0,0.0,0.2666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2666666666666666,0.0,0.2666666666666666,0.2666666666666666,0.0,0.2666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2666666666666666,0.0
0.0,0.07272727272727272,0.10909090909090909,0.0,0.23636363636363636,0.21818181818181817,0.05454545454545454,0.0,0.16363636363636364,0.16363636363636364,0.0,0.0,0.14545454545454545,0.18181818181818182,0.09090909090909091,0.0,0.10909090909090909,0.14545454545454545,0.0,0.05454545454545454,0.0,0.05454545454545454,0.07272727272727272,0.10909090909090909,0.16363636363636364,0.0,0.05454545454545454,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.01818181818181818,0.0,0.0,0.21818181818181817,0.0,0.03636363636363636,0.0,0.0,0.0,0.0,0.2,0.0,0.05454545454545454,0.0,0.12727272727272726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.22499999999999998,0.0,0.20625,0.0,0.0,0.20625,0.0,0.0,0.16874999999999998,0.0,0.0,0.20625,0.0,0.3,0.0,0.26249999999999996,0.0,0.0,0.0,0.24375,0.0,0.0,0.0,0.1875,0.0,0.0,0.0,0.0,0.2263392857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2666666666666666,0.2666666666666666,0.0,0.0,0.0,0.2666666666666666,0.0,0.0,0.0,0.0,0.2666666666666666,0.0,0.0,0.0,0.0,0.2666666666666666,0.0,0.0,0.0,0.2666666666666666,0.0,0.0,0.0,0.0,0.0,0.2666666666666666,0.2666666666666666,0.0,0.2666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2666666666666666,0.0
0.0,0.16363636363636364,0.4,0.0,0.509090909090909,0.18181818181818182,0.23636363636363636,0.16363636363636364,0.0,0.10909090909090909,0.05454545454545454,0.0,0.23636363636363636,0.32727272727272727,0.7636363636363637,0.0,0.2727272727272727,0.6,0.0,0.18181818181818182,0.0,0.4909090909090909,0.2909090909090909,0.38181818181818183,0.6363636363636364,0.0,0.14545454545454545,0.05454545454545454,0.0,0.0,0.0,0.0,0.0,0.0,0.32727272727272727,0.0,0.0,0.2545454545454545,0.01818181818181818,0.03636363636363636,0.0,0.0,0.0,0.0,0.16363636363636364,0.0,0.6727272727272727,0.0,0.38181818181818183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.20172413793103444,0.0,0.20172413793103444,0.0,0.0,0.18491379310344824,0.0,0.0,0.20172413793103444,0.0,0.0,0.21853448275862067,0.0,0.2689655172413793,0.0,0.23534482758620687,0.0,0.0,0.0,0.284375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2521551724137931,0.0,0.0,0.0,0.0,0.0,0.0,0.18491379310344824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.28888888888888886,0.0,0.0,0.0,0.28888888888888886,0.0,0.0,0.28888888888888886,0.0,0.28888888888888886,0.0,0.0,0.0,0.0,0.28888888888888886,0.0,0.0,0.28888888888888886,0.28888888888888886,0.0,0.0,0.28888888888888886,0.0,0.0,0.28888888888888886,0.28888888888888886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.18181818181818182,0.18181818181818182,0.0,0.34545454545454546,0.07272727272727272,0.2909090909090909,0.16363636363636364,0.10909090909090909,0.0,0.34545454545454546,0.0,0.14545454545454545,0.01818181818181818,0.10909090909090909,0.0,0.07272727272727272,0.05454545454545454,0.0,0.10909090909090909,0.0,0.07272727272727272,0.4,0.2545454545454545,0.21818181818181817,0.0,0.01818181818181818,0.41818181818181815,0.0,0.0,0.0,0.0,0.0,0.0,0.21818181818181817,0.0,0.0,0.21818181818181817,0.01818181818181818,0.2727272727272727,0.0,0.0,0.0,0.0,0.03636363636363636,0.0,0.2727272727272727,0.0,0.16363636363636364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.18491379310344824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20172413793103444,0.0,0.0,0.21853448275862067,0.0,0.2857758620689655,0.0,0.2521551724137931,0.0,0.0,0.0,0.284375,0.16810344827586204,0.0,0.0,0.16810344827586204,0.0,0.0,0.0,0.16810344827586204,0.2689655172413793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.28888888888888886,0.0,0.0,0.0,0.28888888888888886,0.0,0.0,0.0,0.0,0.28888888888888886,0.0,0.0,0.0,0.0,0.28888888888888886,0.0,0.0,0.28888888888888886,0.28888888888888886,0.0,0.0,0.28888888888888886,0.28888888888888886,0.0,0.28888888888888886,0.28888888888888886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
