source,target,weight
u50,u39,0.16051123359716035
u50,u43,0.04656719961323674
u50,u00,0.5038436433118265
u50,u13,0.35839791179091623
u50,u20,0.28664073744965957
u50,u23,0.371271179338881
u50,u24,0.29736134676294496
u50,u36,0.08433078438795628
u50,u58,0.5105536130127236
u50,u59,0.17791062430293442
u30,u41,0.6162004086658457
u30,u51,0.1883252580139212
u30,u15,0.5474040526248544
u30,u45,0.1393351107191849
u30,u16,0.453635137816995
u30,u18,0.3176044204894825
u30,u00,0.34680221607124134
u30,u03,0.5542160669288064
u30,u10,0.4732005794796065
u30,u13,0.16585386041701525
u30,u19,0.13965466422074027
u30,u20,0.421479729080444
u30,u24,0.21637380637707704
u30,u53,0.3074042584170927
u30,u44,0.19484315484975379
u30,u59,0.13377594072491178
u30,u36,0.115268095036832
u23,u42,0.7066004199305044
u23,u41,0.3806314974422582
u23,u51,0.5768166974600462
u23,u45,0.4490390538276435
u23,u39,0.25293346201401684
u23,u58,0.4577640783258044
u36,u41,0.19001366427906416
u36,u51,0.15798962784859386
u36,u43,0.0
u36,u10,0.3630835760644792
u36,u24,0.4061494797123845
u36,u59,0.13006080927356034
u13,u41,0.1623923007852086
u13,u15,0.1258757553239668
u13,u18,0.24720884602496151
u13,u00,0.5885453889052281
u13,u24,0.4524633404535656
u13,u53,0.22898884176229975
u13,u59,0.19551057856520065
u13,u20,0.18524718469541646
u58,u42,0.5661132250537165
u58,u47,0.09324370087077156
u58,u27,0.14352302041726572
u58,u41,0.18566374719712658
u58,u51,0.6707306982471047
u58,u45,0.3522299420270178
u01,u42,0.47086407282215964
u01,u09,0.5812691487572731
u01,u41,0.5071814492965884
u01,u15,0.5518386312138294
u01,u16,0.473681920853061
u01,u05,0.5088488345342194
u19,u43,0.15807762018770816
u19,u18,0.0534780526620381
u19,u24,0.15438473799582414
u19,u20,0.09221417518071404
u42,u05,0.6720060708802271
u42,u09,0.5628224801133417
u42,u15,0.701871677605588
u42,u16,0.5299879269491065
u42,u20,0.3074152313056474
u42,u27,0.40161395767428515
u42,u39,0.424500901300275
u42,u41,0.48672086433654094
u42,u45,0.7711043646307045
u42,u51,0.7517421649113203
u42,u47,0.5006697615956084
u42,u44,0.03726814749103761
u09,u03,0.5958986776719504
u09,u05,0.640277019026771
u09,u15,0.5996438483750177
u09,u43,0.593608539920813
u09,u47,0.5768846590586937
u09,u16,0.5668752131112627
u09,u51,0.5528177661303195
u09,u41,0.5352862501854881
u09,u45,0.5112850465940613
u47,u27,0.2997740220757831
u47,u41,0.35669461590482154
u47,u43,0.1718735699459685
u47,u45,0.5154030418456339
u47,u51,0.5763450166797194
u49,u10,0.3336611392263557
u49,u24,0.4122619022694074
u49,u59,0.2444306687748378
u27,u20,0.4509073124640788
u27,u51,0.42484633521016285
u27,u41,0.38575215810836155
u27,u45,0.2409051792189951
u27,u43,0.22403609021642065
u41,u03,0.8067111184223016
u41,u05,0.6469474664042075
u41,u10,0.5752696248101588
u41,u15,0.7087005777692477
u41,u16,0.6163918757199367
u41,u18,0.13253553119382652
u41,u20,0.5592637409881832
u41,u24,0.34617553968522313
u41,u39,0.225396122201776
u41,u51,0.6161972155597888
u41,u45,0.4929144341617032
u41,u44,0.39366362527372223
u41,u53,0.3626174700641289
u41,u59,0.269094570522848
u41,u43,0.1509409736890534
u51,u00,0.4120237027789877
u51,u03,0.5945768427758734
u51,u05,0.5483890497973218
u51,u15,0.5128100514881847
u51,u16,0.5526565963644664
u51,u20,0.3405820517139314
u51,u24,0.22875311571426635
u51,u39,0.055100030614494915
u51,u43,0.06375645501297446
u51,u45,0.632078908619233
u51,u59,0.21673178221416067
u15,u03,0.6952952701944785
u15,u05,0.6828040993425029
u15,u10,0.32845769004469993
u15,u45,0.6024486220833732
u15,u16,0.573988007552871
u45,u05,0.572263377950415
u45,u16,0.46922223549964204
u45,u39,0.23413504109126962
u16,u03,0.5591621374007378
u16,u05,0.5050781605973661
u16,u20,0.3948744340796345
u54,u59,0.0011671414721544206
u43,u53,0.12187516286426565
u18,u24,0.3378086399391327
u18,u53,0.32314169714199614
u18,u20,0.2097442396656694
u18,u44,0.03962440943178395
u18,u59,0.0004776187647754273
u44,u53,0.4755034560850047
u59,u00,0.3513630866546309
u59,u10,0.3152050656329834
u59,u24,0.4581808574043173
u59,u31,0.24865353321309497
u20,u03,0.6622502112241082
u20,u10,0.47229050584632615
u20,u24,0.35842220058600344
u20,u53,0.3334531335070375
u03,u10,0.696206494744437
u03,u05,0.6305314498739912
u24,u00,0.5236346925576335
u24,u10,0.6402438691961403
u24,u53,0.2567942083426978
